0001	00000000	0000000a	fffffff6
0001	00000001	00000000	00000001
0001	00000001	00000001	00000000
0001	00000001	ffffffff	00000002
0001	00000001	00000002	ffffffff
0001	00000001	000000ff	ffffff02
0001	00000001	ffffff00	00000101
0001	00000001	00000002	ffffffff
0001	00000001	00000003	fffffffe
0001	00000001	0000000a	fffffff7
0001	ffffffff	00000000	ffffffff
0001	ffffffff	00000001	fffffffe
0001	ffffffff	ffffffff	00000000
0001	ffffffff	00000002	fffffffd
0001	ffffffff	000000ff	ffffff00
0001	ffffffff	ffffff00	000000ff
0001	ffffffff	00000002	fffffffd
0001	ffffffff	00000003	fffffffc
0001	ffffffff	0000000a	fffffff5
0001	00000002	00000000	00000002
0001	00000002	00000001	00000001
0001	00000002	ffffffff	00000003
0001	00000002	00000002	00000000
0001	00000002	000000ff	ffffff03
0001	00000002	ffffff00	00000102
0001	00000002	00000002	00000000
0001	00000002	00000003	ffffffff
0001	00000002	0000000a	fffffff8
0001	000000ff	00000000	000000ff
0001	000000ff	00000001	000000fe
0001	000000ff	ffffffff	00000100
0001	000000ff	00000002	000000fd
0001	000000ff	000000ff	00000000
0001	000000ff	ffffff00	000001ff
0001	000000ff	00000002	000000fd
0001	000000ff	00000003	000000fc
0001	000000ff	0000000a	000000f5
0001	ffffff00	00000000	ffffff00
0001	ffffff00	00000001	fffffeff
0001	ffffff00	ffffffff	ffffff01
0001	ffffff00	00000002	fffffefe
0001	ffffff00	000000ff	fffffe01
0001	ffffff00	ffffff00	00000000
0001	ffffff00	00000002	fffffefe
0001	ffffff00	00000003	fffffefd
0001	ffffff00	0000000a	fffffef6
0001	00000002	00000000	00000002
0001	00000002	00000001	00000001
0001	00000002	ffffffff	00000003
0001	00000002	00000002	00000000
0001	00000002	000000ff	ffffff03
0001	00000002	ffffff00	00000102
0001	00000002	00000002	00000000
0001	00000002	00000003	ffffffff
0001	00000002	0000000a	fffffff8
0001	00000003	00000000	00000003
0001	00000003	00000001	00000002
0001	00000003	ffffffff	00000004
0001	00000003	00000002	00000001
0001	00000003	000000ff	ffffff04
0001	00000003	ffffff00	00000103
0001	00000003	00000002	00000001
0001	00000003	00000003	00000000
0001	00000003	0000000a	fffffff9
0001	0000000a	00000000	0000000a
0001	0000000a	00000001	00000009
0001	0000000a	ffffffff	0000000b
0001	0000000a	00000002	00000008
0001	0000000a	000000ff	ffffff0b
0001	0000000a	ffffff00	0000010a
0001	0000000a	00000002	00000008
0001	0000000a	00000003	00000007
0001	0000000a	0000000a	00000000
0101	00000000	00000000	00000000
0101	00000000	00000001	00000000
0101	00000000	ffffffff	00000000
0101	00000000	00000002	00000000
0101	00000000	000000ff	00000000
0101	00000000	ffffff00	00000000
0101	00000000	00000002	00000000
0101	00000000	00000003	00000000
0101	00000000	0000000a	00000000
0101	00000001	00000000	00000001
0101	00000001	00000001	00000002
0101	00000001	ffffffff	80000000
0101	00000001	00000002	00000004
0101	00000001	000000ff	80000000
0101	00000001	ffffff00	00000001
0101	00000001	00000002	00000004
0101	00000001	00000003	00000008
0101	00000001	0000000a	00000400
0101	ffffffff	00000000	ffffffff
0101	ffffffff	00000001	fffffffe
0101	ffffffff	ffffffff	80000000
0101	ffffffff	00000002	fffffffc
0101	ffffffff	000000ff	80000000
0101	ffffffff	ffffff00	ffffffff
0101	ffffffff	00000002	fffffffc
0101	ffffffff	00000003	fffffff8
0101	ffffffff	0000000a	fffffc00
0101	00000002	00000000	00000002
0101	00000002	00000001	00000004
0101	00000002	ffffffff	00000000
0101	00000002	00000002	00000008
0101	00000002	000000ff	00000000
0101	00000002	ffffff00	00000002
0101	00000002	00000002	00000008
0101	00000002	00000003	00000010
0101	00000002	0000000a	00000800
0101	000000ff	00000000	000000ff
0101	000000ff	00000001	000001fe
0101	000000ff	ffffffff	80000000
0101	000000ff	00000002	000003fc
0101	000000ff	000000ff	80000000
0101	000000ff	ffffff00	000000ff
0101	000000ff	00000002	000003fc
0101	000000ff	00000003	000007f8
0101	000000ff	0000000a	0003fc00
0101	ffffff00	00000000	ffffff00
0101	ffffff00	00000001	fffffe00
0101	ffffff00	ffffffff	00000000
0101	ffffff00	00000002	fffffc00
0101	ffffff00	000000ff	00000000
0101	ffffff00	ffffff00	ffffff00
0101	ffffff00	00000002	fffffc00
0101	ffffff00	00000003	fffff800
0101	ffffff00	0000000a	fffc0000
0101	00000002	00000000	00000002
0101	00000002	00000001	00000004
0101	00000002	ffffffff	00000000
0101	00000002	00000002	00000008
0101	00000002	000000ff	00000000
0101	00000002	ffffff00	00000002
0101	00000002	00000002	00000008
0101	00000002	00000003	00000010
0101	00000002	0000000a	00000800
0101	00000003	00000000	00000003
0101	00000003	00000001	00000006
0101	00000003	ffffffff	80000000
0101	00000003	00000002	0000000c
0101	00000003	000000ff	80000000
0101	00000003	ffffff00	00000003
0101	00000003	00000002	0000000c
0101	00000003	00000003	00000018
0101	00000003	0000000a	00000c00
0101	0000000a	00000000	0000000a
0101	0000000a	00000001	00000014
0101	0000000a	ffffffff	00000000
0101	0000000a	00000002	00000028
0101	0000000a	000000ff	00000000
0101	0000000a	ffffff00	0000000a
0101	0000000a	00000002	00000028
0101	0000000a	00000003	00000050
0101	0000000a	0000000a	00002800
1000	00000000	00000000	00000000
1000	00000000	00000001	00000001
1000	00000000	ffffffff	00000000
1000	00000000	00000002	00000001
1000	00000000	000000ff	00000001
1000	00000000	ffffff00	00000000
1000	00000000	00000002	00000001
1000	00000000	00000003	00000001
1000	00000000	0000000a	00000001
1000	00000001	00000000	00000000
1000	00000001	00000001	00000000
1000	00000001	ffffffff	00000000
1000	00000001	00000002	00000001
1000	00000001	000000ff	00000001
1000	00000001	ffffff00	00000000
1000	00000001	00000002	00000001
1000	00000001	00000003	00000001
1000	00000001	0000000a	00000001
1000	ffffffff	00000000	00000001
1000	ffffffff	00000001	00000001
1000	ffffffff	ffffffff	00000000
1000	ffffffff	00000002	00000001
1000	ffffffff	000000ff	00000001
1000	ffffffff	ffffff00	00000000
1000	ffffffff	00000002	00000001
1000	ffffffff	00000003	00000001
1000	ffffffff	0000000a	00000001
1000	00000002	00000000	00000000
1000	00000002	00000001	00000000
1000	00000002	ffffffff	00000000
1000	00000002	00000002	00000000
1000	00000002	000000ff	00000001
1000	00000002	ffffff00	00000000
1000	00000002	00000002	00000000
1000	00000002	00000003	00000001
1000	00000002	0000000a	00000001
1000	000000ff	00000000	00000000
1000	000000ff	00000001	00000000
1000	000000ff	ffffffff	00000000
1000	000000ff	00000002	00000000
1000	000000ff	000000ff	00000000
1000	000000ff	ffffff00	00000000
1000	000000ff	00000002	00000000
1000	000000ff	00000003	00000000
1000	000000ff	0000000a	00000000
1000	ffffff00	00000000	00000001
1000	ffffff00	00000001	00000001
1000	ffffff00	ffffffff	00000001
1000	ffffff00	00000002	00000001
1000	ffffff00	000000ff	00000001
1000	ffffff00	ffffff00	00000000
1000	ffffff00	00000002	00000001
1000	ffffff00	00000003	00000001
1000	ffffff00	0000000a	00000001
1000	00000002	00000000	00000000
1000	00000002	00000001	00000000
1000	00000002	ffffffff	00000000
1000	00000002	00000002	00000000
1000	00000002	000000ff	00000001
1000	00000002	ffffff00	00000000
1000	00000002	00000002	00000000
1000	00000002	00000003	00000001
1000	00000002	0000000a	00000001
1000	00000003	00000000	00000000
1000	00000003	00000001	00000000
1000	00000003	ffffffff	00000000
1000	00000003	00000002	00000000
1000	00000003	000000ff	00000001
1000	00000003	ffffff00	00000000
1000	00000003	00000002	00000000
1000	00000003	00000003	00000000
1000	00000003	0000000a	00000001
1000	0000000a	00000000	00000000
1000	0000000a	00000001	00000000
1000	0000000a	ffffffff	00000000
1000	0000000a	00000002	00000000
1000	0000000a	000000ff	00000001
1000	0000000a	ffffff00	00000000
1000	0000000a	00000002	00000000
1000	0000000a	00000003	00000000
1000	0000000a	0000000a	00000000
1001	00000000	00000000	00000000
1001	00000000	00000001	00000001
1001	00000000	ffffffff	00000001
1001	00000000	00000002	00000001
1001	00000000	000000ff	00000001
1001	00000000	ffffff00	00000001
1001	00000000	00000002	00000001
1001	00000000	00000003	00000001
1001	00000000	0000000a	00000001
1001	00000001	00000000	00000000
1001	00000001	00000001	00000000
1001	00000001	ffffffff	00000001
1001	00000001	00000002	00000001
1001	00000001	000000ff	00000001
1001	00000001	ffffff00	00000001
1001	00000001	00000002	00000001
1001	00000001	00000003	00000001
1001	00000001	0000000a	00000001
1001	ffffffff	00000000	00000000
1001	ffffffff	00000001	00000000
1001	ffffffff	ffffffff	00000000
1001	ffffffff	00000002	00000000
1001	ffffffff	000000ff	00000000
1001	ffffffff	ffffff00	00000000
1001	ffffffff	00000002	00000000
1001	ffffffff	00000003	00000000
1001	ffffffff	0000000a	00000000
1001	00000002	00000000	00000000
1001	00000002	00000001	00000000
1001	00000002	ffffffff	00000001
1001	00000002	00000002	00000000
1001	00000002	000000ff	00000001
1001	00000002	ffffff00	00000001
1001	00000002	00000002	00000000
1001	00000002	00000003	00000001
1001	00000002	0000000a	00000001
1001	000000ff	00000000	00000000
1001	000000ff	00000001	00000000
1001	000000ff	ffffffff	00000001
1001	000000ff	00000002	00000000
1001	000000ff	000000ff	00000000
1001	000000ff	ffffff00	00000001
1001	000000ff	00000002	00000000
1001	000000ff	00000003	00000000
1001	000000ff	0000000a	00000000
1001	ffffff00	00000000	00000000
1001	ffffff00	00000001	00000000
1001	ffffff00	ffffffff	00000001
1001	ffffff00	00000002	00000000
1001	ffffff00	000000ff	00000000
1001	ffffff00	ffffff00	00000000
1001	ffffff00	00000002	00000000
1001	ffffff00	00000003	00000000
1001	ffffff00	0000000a	00000000
1001	00000002	00000000	00000000
1001	00000002	00000001	00000000
1001	00000002	ffffffff	00000001
1001	00000002	00000002	00000000
1001	00000002	000000ff	00000001
1001	00000002	ffffff00	00000001
1001	00000002	00000002	00000000
1001	00000002	00000003	00000001
1001	00000002	0000000a	00000001
1001	00000003	00000000	00000000
1001	00000003	00000001	00000000
1001	00000003	ffffffff	00000001
1001	00000003	00000002	00000000
1001	00000003	000000ff	00000001
1001	00000003	ffffff00	00000001
1001	00000003	00000002	00000000
1001	00000003	00000003	00000000
1001	00000003	0000000a	00000001
1001	0000000a	00000000	00000000
1001	0000000a	00000001	00000000
1001	0000000a	ffffffff	00000001
1001	0000000a	00000002	00000000
1001	0000000a	000000ff	00000001
1001	0000000a	ffffff00	00000001
1001	0000000a	00000002	00000000
1001	0000000a	00000003	00000000
1001	0000000a	0000000a	00000000
0100	00000000	00000000	00000000
0100	00000000	00000001	00000001
0100	00000000	ffffffff	ffffffff
0100	00000000	00000002	00000002
0100	00000000	000000ff	000000ff
0100	00000000	ffffff00	ffffff00
0100	00000000	00000002	00000002
0100	00000000	00000003	00000003
0100	00000000	0000000a	0000000a
0100	00000001	00000000	00000001
0100	00000001	00000001	00000000
0100	00000001	ffffffff	fffffffe
0100	00000001	00000002	00000003
0100	00000001	000000ff	000000fe
0100	00000001	ffffff00	ffffff01
0100	00000001	00000002	00000003
0100	00000001	00000003	00000002
0100	00000001	0000000a	0000000b
0100	ffffffff	00000000	ffffffff
0100	ffffffff	00000001	fffffffe
0100	ffffffff	ffffffff	00000000
0100	ffffffff	00000002	fffffffd
0100	ffffffff	000000ff	ffffff00
0100	ffffffff	ffffff00	000000ff
0100	ffffffff	00000002	fffffffd
0100	ffffffff	00000003	fffffffc
0100	ffffffff	0000000a	fffffff5
0100	00000002	00000000	00000002
0100	00000002	00000001	00000003
0100	00000002	ffffffff	fffffffd
0100	00000002	00000002	00000000
0100	00000002	000000ff	000000fd
0100	00000002	ffffff00	ffffff02
0100	00000002	00000002	00000000
0100	00000002	00000003	00000001
0100	00000002	0000000a	00000008
0100	000000ff	00000000	000000ff
0100	000000ff	00000001	000000fe
0100	000000ff	ffffffff	ffffff00
0100	000000ff	00000002	000000fd
0100	000000ff	000000ff	00000000
0100	000000ff	ffffff00	ffffffff
0100	000000ff	00000002	000000fd
0100	000000ff	00000003	000000fc
0100	000000ff	0000000a	000000f5
0100	ffffff00	00000000	ffffff00
0100	ffffff00	00000001	ffffff01
0100	ffffff00	ffffffff	000000ff
0100	ffffff00	00000002	ffffff02
0100	ffffff00	000000ff	ffffffff
0100	ffffff00	ffffff00	00000000
0100	ffffff00	00000002	ffffff02
0100	ffffff00	00000003	ffffff03
0100	ffffff00	0000000a	ffffff0a
0100	00000002	00000000	00000002
0100	00000002	00000001	00000003
0100	00000002	ffffffff	fffffffd
0100	00000002	00000002	00000000
0100	00000002	000000ff	000000fd
0100	00000002	ffffff00	ffffff02
0100	00000002	00000002	00000000
0100	00000002	00000003	00000001
0100	00000002	0000000a	00000008
0100	00000003	00000000	00000003
0100	00000003	00000001	00000002
0100	00000003	ffffffff	fffffffc
0100	00000003	00000002	00000001
0100	00000003	000000ff	000000fc
0100	00000003	ffffff00	ffffff03
0100	00000003	00000002	00000001
0100	00000003	00000003	00000000
0100	00000003	0000000a	00000009
0100	0000000a	00000000	0000000a
0100	0000000a	00000001	0000000b
0100	0000000a	ffffffff	fffffff5
0100	0000000a	00000002	00000008
0100	0000000a	000000ff	000000f5
0100	0000000a	ffffff00	ffffff0a
0100	0000000a	00000002	00000008
0100	0000000a	00000003	00000009
0100	0000000a	0000000a	00000000
0110	00000000	00000000	00000000
0110	00000000	00000001	00000000
0110	00000000	ffffffff	00000000
0110	00000000	00000002	00000000
0110	00000000	000000ff	00000000
0110	00000000	ffffff00	00000000
0110	00000000	00000002	00000000
0110	00000000	00000003	00000000
0110	00000000	0000000a	00000000
0110	00000001	00000000	00000001
0110	00000001	00000001	00000000
0110	00000001	ffffffff	00000000
0110	00000001	00000002	00000000
0110	00000001	000000ff	00000000
0110	00000001	ffffff00	00000001
0110	00000001	00000002	00000000
0110	00000001	00000003	00000000
0110	00000001	0000000a	00000000
0110	ffffffff	00000000	ffffffff
0110	ffffffff	00000001	7fffffff
0110	ffffffff	ffffffff	00000001
0110	ffffffff	00000002	3fffffff
0110	ffffffff	000000ff	00000001
0110	ffffffff	ffffff00	ffffffff
0110	ffffffff	00000002	3fffffff
0110	ffffffff	00000003	1fffffff
0110	ffffffff	0000000a	003fffff
0110	00000002	00000000	00000002
0110	00000002	00000001	00000001
0110	00000002	ffffffff	00000000
0110	00000002	00000002	00000000
0110	00000002	000000ff	00000000
0110	00000002	ffffff00	00000002
0110	00000002	00000002	00000000
0110	00000002	00000003	00000000
0110	00000002	0000000a	00000000
0110	000000ff	00000000	000000ff
0110	000000ff	00000001	0000007f
0110	000000ff	ffffffff	00000000
0110	000000ff	00000002	0000003f
0110	000000ff	000000ff	00000000
0110	000000ff	ffffff00	000000ff
0110	000000ff	00000002	0000003f
0110	000000ff	00000003	0000001f
0110	000000ff	0000000a	00000000
0110	ffffff00	00000000	ffffff00
0110	ffffff00	00000001	7fffff80
0110	ffffff00	ffffffff	00000001
0110	ffffff00	00000002	3fffffc0
0110	ffffff00	000000ff	00000001
0110	ffffff00	ffffff00	ffffff00
0110	ffffff00	00000002	3fffffc0
0110	ffffff00	00000003	1fffffe0
0110	ffffff00	0000000a	003fffff
0110	00000002	00000000	00000002
0110	00000002	00000001	00000001
0110	00000002	ffffffff	00000000
0110	00000002	00000002	00000000
0110	00000002	000000ff	00000000
0110	00000002	ffffff00	00000002
0110	00000002	00000002	00000000
0110	00000002	00000003	00000000
0110	00000002	0000000a	00000000
0110	00000003	00000000	00000003
0110	00000003	00000001	00000001
0110	00000003	ffffffff	00000000
0110	00000003	00000002	00000000
0110	00000003	000000ff	00000000
0110	00000003	ffffff00	00000003
0110	00000003	00000002	00000000
0110	00000003	00000003	00000000
0110	00000003	0000000a	00000000
0110	0000000a	00000000	0000000a
0110	0000000a	00000001	00000005
0110	0000000a	ffffffff	00000000
0110	0000000a	00000002	00000002
0110	0000000a	000000ff	00000000
0110	0000000a	ffffff00	0000000a
0110	0000000a	00000002	00000002
0110	0000000a	00000003	00000001
0110	0000000a	0000000a	00000000
0111	00000000	00000000	00000000
0111	00000000	00000001	00000000
0111	00000000	ffffffff	00000000
0111	00000000	00000002	00000000
0111	00000000	000000ff	00000000
0111	00000000	ffffff00	00000000
0111	00000000	00000002	00000000
0111	00000000	00000003	00000000
0111	00000000	0000000a	00000000
0111	00000001	00000000	00000001
0111	00000001	00000001	00000000
0111	00000001	ffffffff	00000000
0111	00000001	00000002	00000000
0111	00000001	000000ff	00000000
0111	00000001	ffffff00	00000001
0111	00000001	00000002	00000000
0111	00000001	00000003	00000000
0111	00000001	0000000a	00000000
0111	ffffffff	00000000	ffffffff
0111	ffffffff	00000001	ffffffff
0111	ffffffff	ffffffff	ffffffff
0111	ffffffff	00000002	ffffffff
0111	ffffffff	000000ff	ffffffff
0111	ffffffff	ffffff00	ffffffff
0111	ffffffff	00000002	ffffffff
0111	ffffffff	00000003	ffffffff
0111	ffffffff	0000000a	ffffffff
0111	00000002	00000000	00000002
0111	00000002	00000001	00000001
0111	00000002	ffffffff	00000000
0111	00000002	00000002	00000000
0111	00000002	000000ff	00000000
0111	00000002	ffffff00	00000002
0111	00000002	00000002	00000000
0111	00000002	00000003	00000000
0111	00000002	0000000a	00000000
0111	000000ff	00000000	000000ff
0111	000000ff	00000001	0000007f
0111	000000ff	ffffffff	00000000
0111	000000ff	00000002	0000003f
0111	000000ff	000000ff	00000000
0111	000000ff	ffffff00	000000ff
0111	000000ff	00000002	0000003f
0111	000000ff	00000003	0000001f
0111	000000ff	0000000a	00000000
0111	ffffff00	00000000	ffffff00
0111	ffffff00	00000001	ffffff80
0111	ffffff00	ffffffff	ffffffff
0111	ffffff00	00000002	ffffffc0
0111	ffffff00	000000ff	ffffffff
0111	ffffff00	ffffff00	ffffff00
0111	ffffff00	00000002	ffffffc0
0111	ffffff00	00000003	ffffffe0
0111	ffffff00	0000000a	ffffffff
0111	00000002	00000000	00000002
0111	00000002	00000001	00000001
0111	00000002	ffffffff	00000000
0111	00000002	00000002	00000000
0111	00000002	000000ff	00000000
0111	00000002	ffffff00	00000002
0111	00000002	00000002	00000000
0111	00000002	00000003	00000000
0111	00000002	0000000a	00000000
0111	00000003	00000000	00000003
0111	00000003	00000001	00000001
0111	00000003	ffffffff	00000000
0111	00000003	00000002	00000000
0111	00000003	000000ff	00000000
0111	00000003	ffffff00	00000003
0111	00000003	00000002	00000000
0111	00000003	00000003	00000000
0111	00000003	0000000a	00000000
0111	0000000a	00000000	0000000a
0111	0000000a	00000001	00000005
0111	0000000a	ffffffff	00000000
0111	0000000a	00000002	00000002
0111	0000000a	000000ff	00000000
0111	0000000a	ffffff00	0000000a
0111	0000000a	00000002	00000002
0111	0000000a	00000003	00000001
0111	0000000a	0000000a	00000000
0011	00000000	00000000	00000000
0011	00000000	00000001	00000001
0011	00000000	ffffffff	ffffffff
0011	00000000	00000002	00000002
0011	00000000	000000ff	000000ff
0011	00000000	ffffff00	ffffff00
0011	00000000	00000002	00000002
0011	00000000	00000003	00000003
0011	00000000	0000000a	0000000a
0011	00000001	00000000	00000001
0011	00000001	00000001	00000001
0011	00000001	ffffffff	ffffffff
0011	00000001	00000002	00000003
0011	00000001	000000ff	000000ff
0011	00000001	ffffff00	ffffff01
0011	00000001	00000002	00000003
0011	00000001	00000003	00000003
0011	00000001	0000000a	0000000b
0011	ffffffff	00000000	ffffffff
0011	ffffffff	00000001	ffffffff
0011	ffffffff	ffffffff	ffffffff
0011	ffffffff	00000002	ffffffff
0011	ffffffff	000000ff	ffffffff
0011	ffffffff	ffffff00	ffffffff
0011	ffffffff	00000002	ffffffff
0011	ffffffff	00000003	ffffffff
0011	ffffffff	0000000a	ffffffff
0011	00000002	00000000	00000002
0011	00000002	00000001	00000003
0011	00000002	ffffffff	ffffffff
0011	00000002	00000002	00000002
0011	00000002	000000ff	000000ff
0011	00000002	ffffff00	ffffff02
0011	00000002	00000002	00000002
0011	00000002	00000003	00000003
0011	00000002	0000000a	0000000a
0011	000000ff	00000000	000000ff
0011	000000ff	00000001	000000ff
0011	000000ff	ffffffff	ffffffff
0011	000000ff	00000002	000000ff
0011	000000ff	000000ff	000000ff
0011	000000ff	ffffff00	ffffffff
0011	000000ff	00000002	000000ff
0011	000000ff	00000003	000000ff
0011	000000ff	0000000a	000000ff
0011	ffffff00	00000000	ffffff00
0011	ffffff00	00000001	ffffff01
0011	ffffff00	ffffffff	ffffffff
0011	ffffff00	00000002	ffffff02
0011	ffffff00	000000ff	ffffffff
0011	ffffff00	ffffff00	ffffff00
0011	ffffff00	00000002	ffffff02
0011	ffffff00	00000003	ffffff03
0011	ffffff00	0000000a	ffffff0a
0011	00000002	00000000	00000002
0011	00000002	00000001	00000003
0011	00000002	ffffffff	ffffffff
0011	00000002	00000002	00000002
0011	00000002	000000ff	000000ff
0011	00000002	ffffff00	ffffff02
0011	00000002	00000002	00000002
0011	00000002	00000003	00000003
0011	00000002	0000000a	0000000a
0011	00000003	00000000	00000003
0011	00000003	00000001	00000003
0011	00000003	ffffffff	ffffffff
0011	00000003	00000002	00000003
0011	00000003	000000ff	000000ff
0011	00000003	ffffff00	ffffff03
0011	00000003	00000002	00000003
0011	00000003	00000003	00000003
0011	00000003	0000000a	0000000b
0011	0000000a	00000000	0000000a
0011	0000000a	00000001	0000000b
0011	0000000a	ffffffff	ffffffff
0011	0000000a	00000002	0000000a
0011	0000000a	000000ff	000000ff
0011	0000000a	ffffff00	ffffff0a
0011	0000000a	00000002	0000000a
0011	0000000a	00000003	0000000b
0011	0000000a	0000000a	0000000a
0010	00000000	00000000	00000000
0010	00000000	00000001	00000000
0010	00000000	ffffffff	00000000
0010	00000000	00000002	00000000
0010	00000000	000000ff	00000000
0010	00000000	ffffff00	00000000
0010	00000000	00000002	00000000
0010	00000000	00000003	00000000
0010	00000000	0000000a	00000000
0010	00000001	00000000	00000000
0010	00000001	00000001	00000001
0010	00000001	ffffffff	00000001
0010	00000001	00000002	00000000
0010	00000001	000000ff	00000001
0010	00000001	ffffff00	00000000
0010	00000001	00000002	00000000
0010	00000001	00000003	00000001
0010	00000001	0000000a	00000000
0010	ffffffff	00000000	00000000
0010	ffffffff	00000001	00000001
0010	ffffffff	ffffffff	ffffffff
0010	ffffffff	00000002	00000002
0010	ffffffff	000000ff	000000ff
0010	ffffffff	ffffff00	ffffff00
0010	ffffffff	00000002	00000002
0010	ffffffff	00000003	00000003
0010	ffffffff	0000000a	0000000a
0010	00000002	00000000	00000000
0010	00000002	00000001	00000000
0010	00000002	ffffffff	00000002
0010	00000002	00000002	00000002
0010	00000002	000000ff	00000002
0010	00000002	ffffff00	00000000
0010	00000002	00000002	00000002
0010	00000002	00000003	00000002
0010	00000002	0000000a	00000002
0010	000000ff	00000000	00000000
0010	000000ff	00000001	00000001
0010	000000ff	ffffffff	000000ff
0010	000000ff	00000002	00000002
0010	000000ff	000000ff	000000ff
0010	000000ff	ffffff00	00000000
0010	000000ff	00000002	00000002
0010	000000ff	00000003	00000003
0010	000000ff	0000000a	0000000a
0010	ffffff00	00000000	00000000
0010	ffffff00	00000001	00000000
0010	ffffff00	ffffffff	ffffff00
0010	ffffff00	00000002	00000000
0010	ffffff00	000000ff	00000000
0010	ffffff00	ffffff00	ffffff00
0010	ffffff00	00000002	00000000
0010	ffffff00	00000003	00000000
0010	ffffff00	0000000a	00000000
0010	00000002	00000000	00000000
0010	00000002	00000001	00000000
0010	00000002	ffffffff	00000002
0010	00000002	00000002	00000002
0010	00000002	000000ff	00000002
0010	00000002	ffffff00	00000000
0010	00000002	00000002	00000002
0010	00000002	00000003	00000002
0010	00000002	0000000a	00000002
0010	00000003	00000000	00000000
0010	00000003	00000001	00000001
0010	00000003	ffffffff	00000003
0010	00000003	00000002	00000002
0010	00000003	000000ff	00000003
0010	00000003	ffffff00	00000000
0010	00000003	00000002	00000002
0010	00000003	00000003	00000003
0010	00000003	0000000a	00000002
0010	0000000a	00000000	00000000
0010	0000000a	00000001	00000000
0010	0000000a	ffffffff	0000000a
0010	0000000a	00000002	00000002
0010	0000000a	000000ff	0000000a
0010	0000000a	ffffff00	00000000
0010	0000000a	00000002	00000002
0010	0000000a	00000003	00000002
0010	0000000a	0000000a	0000000a
0010	0000000a	0000000a	0000000a
